Code,Description
"10999","Chiloquin State"
"11000","Ciampino"
"11001","Catalina"
"11002","Chico Municipal"
"11003","The Eastern Iowa"
"11004","Craig-Moffat"
"11005","Changzhi Airport"
"11006","Cap Av Civ Anibal Arab Fadul International"
"11007","Chalkyitsik Airport"
"11008","Council Airport"
"11009","Arthur N Neu"
"11010","Chipata Airport"
"11011","Cairo Regional"
"11013","Chippewa County International"
"11014","Chomley Airport"
"11015","Canouan Airport"
"11016","Capt. Jose A. Quinones Gonzales International"
"11017","Comiso Airport"
"11018","Gen FAP Armando Revoredo Iglesias"
"11019","Coimbatore International"
"11020","El Loa"
"11021","Crafton Island Airport"
"11023","Chitral Airport"
"11024","Abraham Gonzalez International"
"11025","Jeju International"
"11026","Clay Center Municipal"
"11027","North Central West Virginia"
"11028","Crooked Creek Airport"
"11029","Pearce Field"
"11030","Jiangbei"
"11031","Fletcher Field"
"11032","Cancun International"
"11033","Carajas Airport"
"11034","Cordova Municipal"
"11035","Outlaw Field"
"11036","Chicken Airport"
"11037","Conakry Airport"
"11038","Comilla Airport"
"11039","Castlebar Airport"
"11040","Clear Lake Metroport"
"11041","McClellan-Palomar"
"11042","Cleveland-Hopkins International"
"11043","Clear Mews"
"11044","New Coalinga Municipal"
"11045","Coolah Airport"
"11046","Clintonville Municipal"
"11047","Avram Iancu"
"11048","Clinton Regional"
"11049","Easterwood Field"
"11050","William R. Fairchild International"
"11051","Carolina Airport"
"11052","Alfonso Bonilla Aragon International"
"11053","Clarks Point Airport"
"11054","Colima Airport"
"11055","Cliff Hatfield Memorial"
"11056","Chehalis Centralia"
"11057","Charlotte Douglas International"
"11058","Columbus Municipal"
"11059","Calvi Sainte Catherine"
"11060","Cunnamulla Airport"
"11061","Bandaranaike International Colombo"
"11062","Cootamundra Airport"
"11063","Ciudad del Carmen International"
"11064","Chambery Aix Les Bains"
"11065","Corumba International"
"11066","John Glenn Columbus International"
"11067","University of Illinois/Willard"
"11068","Chi Mei Airport"
"11069","Carmelita Airport"
"11070","Mohammed V International"
"11071","Colmar Houssen"
"11072","Cameta Airport"
"11073","Chimbu"
"11074","Coromandel Airport"
"11075","Ignacio Agramonte International"
"11076","Houghton County Memorial"
"11077","Cananea Airport"
"11078","Coonamble Airport"
"11079","Coconut Island Airport"
"11080","Rum Kogalniceanu"
"11081","Fremont County"
"11082","Tancredo Neves International"
"11083","Blosser Municipal"
"11084","Sindal Airport"
"11085","Cavern City Air Terminal"
"11086","Chino Airport"
"11087","Corrientes Airport"
"11088","Chanaral Airport"
"11089","Cairns International"
"11090","TSTC Waco"
"11091","Chiang Mai International"
"11092","Canyonlands Field"
"11093","Marina Municipal"
"11094","Tolemaida AB"
"11095","Columbia Airport"
"11096","Comodoro Pierrestegui"
"11097","Yellowstone Regional"
"11098","Coeur d'Alene - Pappy Boyington Field"
"11099","Patrick AFB"
"11100","Mandinga"
"11101","Cooch Behar Airport"
"11102","Coonabarabran Airport"
"11103","Cochin International"
"11104","Coll"
"11105","Coleman Municipal"
"11106","Concord Municipal"
"11107","Card Bernardin Gadin de Cadjehoun International"
"11108","Ambrosio L. V. Taravella"
"11109","City of Colorado Springs Municipal"
"11110","Cotulla-La Salle County"
"11111","Columbia Regional"
"11112","Coolawanyah Airport"
"11113","Cape Palmas Airport"
"11114","Capurgana Airport"
"11115","Aviador C. Campos"
"11116","Coober Pedy Airport"
"11117","Ingeniero Alberto Acuna Ongay International"
"11118","Kastrup"
"11119","Cape Rodney Airport"
"11120","Chamonate"
"11121","Viracopos International"
"11122","Casper/Natrona County International"
"11123","Bi-State Parks"
"11124","Cape Town International"
"11125","Presidente Joao Suassuna"
"11126","Benjamin Rivera Noriega"
"11127","Calais Dunkerque"
"11128","Glen-Aspen"
"11130","Cheraw Municipal/Lynch Bellinger Field"
"11131","Craiova Airport"
"11132","Collarenebri Airport"
"11133","Cartago Airport"
"11134","Comodoro Rivadavia Airport"
"11135","Grand Strand"
"11136","Jacksonville Executive at Craig"
"11137","Colonel Hill"
"11138","Diosdado Macapagal International"
"11139","Brussels South"
"11140","Corpus Christi International"
"11141","Caravelas Airport"
"11142","Ceres Airport"
"11143","C David Campbell Field-Corsicana Municipal"
"11144","Lauriston"
"11145","Crotone Airport"
"11146","Yeager"
"11147","Roscoe Turner"
"11148","Cresswell Downs Airport"
"11149","Buckhorn Ranch"
"11150","Columbus Airport"
"11151","Casino Airport"
"11152","Clinton Sherman"
"11153","Carson"
"11154","Cape Spencer C.G. Helipad"
"11155","Casuarito Airport"
"11156","Cassilandia Airport"
"11157","Castaway Airport"
"11158","Cape Sabine Airport"
"11159","Crossville Memorial-Whitson Field"
"11160","Huanghua"
"11161","Catania-Fontanarossa"
"11162","Cut Bank International"
"11163","Catamarca Aeroclub"
"11164","Rafael Nunez"
"11165","Chester County G. O. Carlson"
"11166","Charleville Airport"
"11167","Chetumal International"
"11168","Cooktown Airport"
"11169","Calverton Executive Airpark"
"11170","New Chitose"
"11171","Le Castellet Airport"
"11172","Shuangliu"
"11173","Cottonwood Airport"
"11174","Cortland County Chase Field"
"11175","Cross City Airport"
"11176","Jim Hamilton L. B. Owens"
"11177","Camilo Daza"
"11178","Cuenca Airport"
"11179","Levaldigi"
"11180","Culiacan International"
"11181","Cumana Airport"
"11183","General Jose Francisco Bermudez"
"11184","Coen Airport"
"11185","Hato"
"11186","Cutral-Co Airport"
"11187","General Roberto Fierro Villalobos International"
"11188","Cube Cove Airport"
"11189","Cue Airport"
"11190","Teniente Alejandro Velasco Astete International"
"11191","Civic Arena H/P"
"11192","Courchevel Airport"
"11193","Cincinnati/Northern Kentucky International"
"11194","General Mariano Matamoros"
"11195","Cape Vogel Airport"
"11196","General Pedro Jose Mendez International"
"11197","Clovis Municipal"
"11198","Corvallis Municipal"
"11199","Carnarvon Airport"
"11200","Cannon AFB"
"11201","Coventry Airport"
"11202","Charlevoix Municipal"
"11203","Central Wisconsin"
"11204","Afonso Pena"
"11207","Clinton Municipal"
"11208","Cardiff Airport"
"11209","Center Island Airport"
"11210","Cowra Airport"
"11211","Caicara Venez."
"11212","Cox's Bazar Airport"
"11213","Chitina Airport"
"11214","Coldfoot Airport"
"11215","Coal Harbour Seaplane Base"
"11216","Christmas Island Airport"
"11217","Campo Dos Bugres"
"11218","Calexico International"
"11219","Conroe North Houston Regional"
"11220","Tunggul Wulung"
"11222","Charters Towers Airport"
"11223","Cat Cay Airport"
"11224","Cayes"
"11225","Charles Kirkconnell International"
"11226","Caye Chapel Airport"
"11227","Chefornak Airport"
"11229","Chiayi Airport"
"11230","Chatham Airport"
"11231","Calbayog Airport"
"11232","Laguna de Los Patos International"
"11233","Cheyenne Regional/Jerry Olson Field"
"11234","Yakataga"
"11235","Cauayan Airport"
"11236","Chichen Itza International"
"11237","Cruz Alta Airport"
"11238","Copper Center 2"
"11240","Jose Leonardo Chirino"
"11241","Cape Romanzof LRRS"
"11242","Ranchito"
"11243","Constantine/Ain El Bey"
"11244","Cozumel International"
"11245","Chisana Airport"
"11246","Chistochina Airport"
"11247","Cape Pole Airport"
"11248","Cruzeiro Do Sul Airport"
"11249","Las Brujas"
"11250","Czestochowy"
"11251","Benniu"
"11252","Daytona Beach International"
"11253","Hazrat Shahjalal International"
"11254","Danang International"
"11255","Daet Airport"
"11256","Daup Airport"
"11257","Barstow/Daggett"
"11258","Dakhla"
"11259","Dallas Love Field"
"11260","Damascus International"
"11261","Danville Regional"
"11262","Julius Nyerere International"
"11263","Datong Airport"
"11264","Daru Airport"
"11265","Enrique Malek International"
"11266","Daxian Airport"
"11267","James M Cox/Dayton International"
"11269","Al Alamain International"
"11271","Debre Marcos"
"11272","W H Bud Barron"
"11273","Dubbo Airport"
"11274","Dubuque Regional"
"11275","Debre Tabor"
"11276","Dubrovnik Airport"
"11277","Dalby Airport"
"11278","Ronald Reagan Washington National"
"11279","Canefield"
"11280","Dahl Creek Airport"
"11281","RAF Finningley"
"11282","Pryor Field Regional"
"11283","Dodge City Regional"
"11284","Dorado Airport"
"11285","Zweibruecken"
"11286","Dera Ghazi Khan International"
"11287","Debrecen Airport"
"11288","Decatur Airport"
"11289","Decorah Municipal"
"11290","Indira Gandhi International"
"11291","Dembi Dollo Airport"
"11292","Denver International"
"11294","Desroches Airport"
"11295","Coleman A. Young Municipal"
"11296","Al Jafrah/Deir Ezzor"
"11297","Defiance Memorial"
"11298","Dallas/Fort Worth International"
"11299","Danger Bay Airport"
"11301","Durango International"
"11302","Dumaguete Airport"
"11303","Converse County"
"11304","King Abdulaziz AB"
"11306","Dhangadhi Airport"
"11307","Dhala Airport"
"11308","Dothan Regional"
"11309","Dalhart Municipal"
"11311","Dibrugarh Airport"
"11312","Arrachart"
"11313","Zhongdian"
"11314","Dijon Longvic"
"11315","Dickinson - Theodore Roosevelt Regional"
"11316","Presidente Nicolau Lobato International"
"11317","Diomede Heliport"
"11318","Aba Tenna Dejazmatch Yilma"
"11319","Dolisie Airport"
"11320","Diu Airport"
"11321","Divo Airport"
"11322","Diyarbakir Airport"
"11323","Paalmerah"
"11324","Djerba Airport"
"11325","Tiska"
"11326","Sentani"
"11327","Delta Junction Airport"
"11328","Daloa Airport"
"11329","Kolding Vamdrup Airport"
"11330","Kyboola"
"11331","Chautauqua County/Dunkirk"
"11332","Leopold Sedar Senghor International"
"11333","Douala Airport"
"11334","Zhoushuizi"
"11335","Laughlin AFB"
"11336","Dillingham Airport"
"11337","Duluth International"
"11338","Lienkhang"
"11339","Dillon County"
"11340","Dalaman Airport"
"11341","Dolomi Airport"
"11342","Columbia Gorge Regional/The Dalles Municipal"
"11343","Xiaguan"
"11344","Davis Monthan AFB"
"11345","Domodedovo"
"11348","Deming Municipal"
"11349","Sedalia Regional"
"11350","Manipur Road"
"11351","Kadena AB"
"11352","Dunbar Airport"
"11353","Duncan Canal Airport"
"11354","Dundee Airport"
"11355","Dallas North"
"11357","Dnipropetrovsk International"
"11358","Daniel Field"
"11359","Dalton Municipal"
"11360","Dianopolis Airport"
"11361","Deniliquin Airport"
"11362","Dinard Pleurtuit Saint Malo"
"11363","Vermilion Regional"
"11365","Cardak"
"11366","Dodoma Airport"
"11367","Dora Bay Airport"
"11368","Dongola Airport"
"11369","Doha International"
"11370","Donetsk International"
"11371","Deauville Normandie"
"11372","Douglas Charles"
"11373","Dos Lagunas Airport"
"11374","Dourados Airport"
"11375","Dover AFB"
"11376","Du Page County"
"11377","Michael AAF"
"11378","Dipolog Airport"
"11379","Devonport Airport"
"11380","Gusti Ngurah Rai International"
"11381","Badami"
"11382","Montijo Airport"
"11383","Sebastian Municipal"
"11384","Allen H Tigert"
"11385","Holtville Airport"
"11387","Springfield Robertson County"
"11388","Alpine Airstrip"
"11389","Colusa County"
"11390","Dunn County Weydahl Field"
"11391","Wheeler-Sack AAF"
"11392","Lake Hood Strip"
"11394","New Smyrna Beach Municipal"
"11395","Delhi Municipal"
"11396","Marshall Field"
"11397","Cozad Municipal"
"11398","Grand Canyon West"
"11399","Grand Canyon Bar Ten Airstrip"
"11400","Boscombe Down"
"11401","Neets Bay"
"11402","Glacier Point"
"11403","Hualapai"
"11404","Tsui River Airport"
"11405","Cape Canaveral AFS Skid Strip"
"11406","Platinum Mine"
"11407","Desert Rock"
"11408","Derby Airport"
"11409","Drummond Island Airport"
"11410","Drift River Airport"
"11411","Deering Airport"
"11412","Dirranbandi Airport"
"11413","Durango La Plata County"
"11414","Dresden Airport"
"11415","Del Rio International"
"11416","Drummond Airport"
"11417","Darwin International"
"11418","Doncaster Sheffield"
"11419","La Desirade Airport"
"11420","Dessie/Combolcha"
"11421","Destin Executive"
"11422","D. I. Khan"
"11423","Des Moines International"
"11424","Delta Municipal"
"11425","Furnace Creek"
"11427","Detroit Lakes-Wething Field"
"11428","Dortmund Airport"
"11429","Shreveport Downtown"
"11430","Denton Enterprise"
"11431","Decatur"
"11432","Detroit Metropolitan Area"
"11433","Detroit Metro Wayne County"
"11434","Eaker Field"
"11435","Dublin Airport"
"11436","Halliburton Field"
"11437","Dunedin Airport"
"11438","Dundo Airport"
"11439","Pine Island"
"11440","Bisbee Douglas International"
"11441","DuBois Regional"
"11442","Duncan"
"11443","Louis Botha"
"11444","Duesseldorf"
"11445","Unalaska Airport"
"11446","Diavik Airport"
"11447","Devils Lake Regional"
"11448","Davenport Municipal"
"11449","Francisco Bangoy International"
"11450","Phoenix - Deer Valley"
"11452","Yolo County"
"11453","David Wayne Hooks Memorial"
"11454","Walt Disney World"
"11455","Dubai International"
"11456","Danbury Municipal"
"11457","Hehua"
"11458","Ugolny"
"11459","Dyess AFB"
"11460","Dushanbe Airport"
"11461","Dzaoudzi-Pamandzi"
"11462","Durazno Airport"
"11463","Eagle Airport"
"11464","Eagle Creek Strip"
"11466","Nejran Airport"
"11467","Phifer Airfield"
"11468","Kearney Regional"
"11469","San Sebastian Airport"
"11470","Pangborn Memorial"
"11471","Chippewa Valley Regional"
"11472","Marina Di Campo"
"11473","Entebbe International"
"11474","El Obeid Airport"
"11475","Esbjerg Airport"
"11476","Erbil International"
"11477","Saint Etienne Loire"
"11478","Iosco County"
"11479","Elizabeth City CGAS/Regional"
"11480","Ercan Airport"
"11481","Northwest Florida Beaches International"
"11482","Mondell Field"
"11483","Edwards County"
"11484","Edna Bay Airport"
"11486","Northeastern Regional"
"11487","Elmendorf AFB"
"11488","Edinburgh Airport"
"11489","Eldoret Airport"
"11490","Edwards AFB"
"11491","Needles Airport"
"11492","Eek Airport"
"11493","Dillant Hopkins"
"11494","Eight Fathom Bight Airport"
"11495","Ellington"
"11496","Northeast Kingdom International"
"11497","Argostolion"
"11498","Cairo West"
"11499","Jiyanklis AB"
"11500","Beni Suef Airport"
"11501","Chenega Airport"
"11502","Bergerac Dordogne Perigord"
"11503","Eagle County Regional"
"11504","Duke Field"
"11505","Geneina Airport"
"11506","Eagle Pass Municipal"
"11507","Egilsstadir Airport"
"11508","Wellington Municipal"
"11510","Eagle River Union"
"11511","Egegik Airport"
"11512","Cape Newenham LRRS"
"11513","Eagle Harbor Airport"
"11514","Rentschler Heliport"
"11515","Eia Airport"
"11516","Eisenach Kindel"
"11517","Eielson AFB"
"11518","Eindhoven Airport"
"11519","Terrance B Lettsome"
"11520","Yariguies"
"11521","Wedjh Airport"
"11522","Murray Field"
"11523","Elkhart Municipal"
"11524","Elkins-Randolph County-Jennings Randolph Field"
"11525","Elko Regional"
"11526","Addington Field"
"11527","Bessemer Airport"
"11528","Eagle Lake Airport"
"11529","El Banco Airport"
"11530","Elcho Island Airport"
"11531","South Arkansas Regional at Goodwin Field"
"11532","El Fasher Airport"
"11533","El Golea Airport"
"11534","North Eleuthera Airport"
"11535","Elim Airport"
"11536","El Recreo Airport"
"11537","Elmira/Corning Regional"
"11538","Bowers Field"
"11540","El Paso International"
"11541","Prince Naif Bin Abdulaziz"
"11543","East London Airport"
"11544","El Tor Airport"
"11545","Elfin Cove Seaplane Base"
"11546","Ellamar Seaplane Base"
"11547","Ely Airport/Yelland Field"
"11548","East Midlands"
"11549","Emerald Airport"
"11550","Emmonak Airport"
"11551","Kemmerer Municipal"
"11552","Nema Airport"
"11553","Emporia Municipal"
"11554","San Gabriel Valley"
"11555","Kenai Municipal"
"11556","Nancy Essey"
"11557","Vance AFB"
"11558","Centralia Municipal"
"11559","Nenana Municipal"
"11560","Coronel Enrique Soto Cano AB"
"11561","Twente"
"11562","Akanu Ibiam International"
"11563","Wendover Airport"
"11564","Kenosha Regional"
"11565","Olaya Herrera"
"11566","Keokuk Municipal"
